,puntuacion_imdb , direccion , guion , argumento , duracion , titulo, anio
1244,7.0,Stephen Marro,Kevin Thomsen,Short about an actress who clashes with a critic.,12,the quality of mercy,2002
1245,7.8,Kazuo Ohno,Kazuo Ohno,-,25,for our man,2002
1246,3.7,Vincent Foster,Vincent Foster,-,-,donut holes,2002
1247,8.0,Robert J. Duncan,Robert J. Duncan,The warm-hearted and absurdly funny tale of a lost teddy bear's seventy-year journey home.,15,going home,2002
1248,6.9,Ward Roberts,"['Mark Henein', 'Ward Roberts']","Keep your fingers crossed for The Boy Scout and Cubby on this crazy adventure as the fate of The Eagle and perhaps the fate of planet Earth, might just depend on it.",14,the boy scout,2002
1249,6.2,"['Lamya Amrani', 'Simon Elst', 'William Henne']","['Lamya Amrani', 'Simon Elst', 'William Henne']","In a department store, a little mechanical theatre plays a musical-style 'Hansel & Grethel' continually. Thomas, a little boy aged around 10, finds himself watching it against his will.",7,le petit théâtre mécanique,2002
1250,7.5,Debbie Tarrier,Debbie Tarrier,-,10,blow job,2002
1251,7.7,Allan Steele,Allan Steele,Three car wash employees quit their jobs to embark on careers as international crime figures.,37,the syndicate,2002
1252,8.9,Rubén Coca,Rubén Coca,"Telmo and Luis, two young guys, decide to change their lives and carry out their most cherished dream: to visit Benidorm.",-,aquí no hay playa,2002
1253,7.7,Anuj Majumdar,Anuj Majumdar,"A whimsical tale about the domino effect of our actions, ""Equation"" revolves around a lonely astronomer who convinces himself that his neighbor is selling visas to illegal immigrants for sex/money. He decides to investigate bus his obsessive mission turns out to be as surprising as it is self-defeating.",16,equation,2002
1254,7.6,Julia Sarcone-Roach,-,"In this quirky animated film, animals in spinning houses engage in domestic adventures, their lives connected by a phoneline.",8,call of the wild,2002
1255,8.2,Brian Belefant,Johanna Stein,-,-,le mime,2002
1256,6.9,Zachary Isenberg,Jason Lesner,"If making amends where easy, everyone would do it.",13,9 1/2,2002
1257,7.1,Daniel Silber,Daniel Silber,"A to-the-point tale about first impressions, misjudgment and essentially the act of sharing - served along with a plate of fast food.",-,senior cane,2002
1258,8.0,Adam Reist,Stacia Crawford,A romantic wedding proposal reveals that even the most well-rehearsed moments aren't always what they seem to be.,10,back to one,2002
1259,-,"['Ross Babbit', 'Tom Shillue']",-,-,28,fourwarned: a barbershop odyssey,2002
1260,7.0,Goran Dukic,-,"For just nine weeks, in late 1888, Van Gogh and Gauguin share a home, The Yellow House, in Arles, southern France.",-,the yellow house,2002
1261,-,David Scheinberg,David Scheinberg,-,-,reviving vincent,2002
1262,7.9,"['Toby Dalsgaard', 'John F. Michie']","['Toby Dalsgaard', 'John F. Michie']",-,21,secret santa,2002
1263,4.0,Kreg Thornley,Kreg Thornley,A couch potato finds a movie on television he's been wanting to see for a long time. But a religious nut knocks on his door and refuses to leave him alone.,8,the faith healer's manual for the slightly inebriated,2002
1264,-,Larry Justice,"['Cervanna Gold', 'Karen A. Oliver']","A vagabond find true love in an innocent girl and as he attempts to win her love, he unwilling makes the greatest deal of the century.",11,techno turmoil,2002
1265,9.0,Alessandro Aronadio,"['Alessandro Aronadio', 'John D. Schalcosky']",-,-,the story of adam & eve,2002
1266,7.1,Dutch Doscher,Dutch Doscher,"Beth gives Dave one last chance to prove he can be the boyfriend she needs, even though she has emotionally moved on. Dave has a plan, Beth will love him again or she's dead. The weekend is further complicated by an escaped mental patient screwing up Dave's plans. Maybe. Now the couple has to get away from each other as well as survive the cold night with an ax-wieldi... Leer todo",22,getaway,2002
1267,-,Ryan Denmark,"['Ryan Denmark', 'Phillip Hughes']","For his 21st birthday, Chris' friend Derrick hires a call girl to relieve him of his virginity. Reluctantly he goes along with it, but emotions become more complex when the call girl turns out to be his ""one true love"" from high school, Brooke. Not recognizing him at first, Brooke continues with business as usual and Chris must decide the reality of his ultimate fanta... Leer todo",19,most likely to succeed,2002
1268,8.3,Aaron T. Wells,George Williams,The last thing 12-year-old Tammy Smith wants to do on a hot sunny Saturday afternoon is to attend Uncle George's funeral. And everyone is going to pay. Even Uncle George.,13,lemonade,2002
1269,-,Mark W. Gray,Mark W. Gray,"At his 100th birthday concert in Las Vegas, George Burns, America's oldest and most beloved entertainer, reveals the secret of his longevity.",7,legends of show business,2002
1270,-,Kevin Nash,"['Keith Harvey', 'Kevin Nash']",-,-,espresso con panna,2002
1271,6.3,Patrick Flynn,"['Patrick Flynn', 'Gene Dzielak']","In this mockumentary, student filmmaker Alan Henry attempts to make a film starring the Bud Ice penguin.",35,dog eat dog,2002
1272,-,David Pastor,David Pastor,-,1,movie (theater) hero,2002
1273,8.9,Michelle Osorio,Michelle Osorio,-,-,safety with scissors,2002
1274,-,"['Franco Carranza', 'Leonardo Portillo']","['Franco Carranza', 'Leonardo Portillo']",-,10,barry goes to the cabaret,2002
1275,-,Tancredi Medda,Dan Wicksman,"Terrorised and taking refuge under Grandma's sofa, little Fernando is being menaced by an even smaller Alisha. But in this miniature caper all is not as it appears.",2,fernando,2002
1276,7.2,Tony Gaultier,"['Tony Gaultier', 'Noël Mitrani']",-,6,les poireaux,2002
1277,-,"['Dominic Norris', 'Richard Wadey']",-,Four London builders returning home from a contract job in Dartmoor prison accidentally knock down and kill a vicar. The worst is yet to come when they discover that their chosen burial site is hosting the World Metal Detecting Championships.,17,spirit levels,2002
1278,8.1,Kyle Gilman,Kyle Gilman,"A dry, gently mocking look at the world of student filmmaking and personal documentaries in general, Camera Noise is the tragicomic story of film student Kyle Gilman who decides to record his own life on film. Unaware that his life is incredibly dull, he shows a two-hour rough cut to his professors, personal documentary filmmakers Ross McElwee and Robb Moss. After the... Leer todo",29,camera noise,2002
1279,8.1,Danny Roew,Danny Roew,"A dark, twisted, yet sometimes humorous look inside the mind of Curtis Slade as he is driven to homicide and eventual suicide by his Girlfriend. Lost Thoughts begins in the middle of Curtis' story as he tells us how the woman in his life literally drove him away. Curtis ends up having an accident in the middle of nowhere. Thinking he hit a deer, he learns it is anothe... Leer todo",-,lost thoughts,2002
1280,-,Nadejda Koseva,"['Andrey Belchev', 'Nadejda Koseva']","This film is about the children from a home for ""Children deprived of parental care"" in Ugarchin, Bulgaria. Soap operas are a dream and fantasy world. A group of volunteers helps the kids to create their own world - they teach them how to write screenplays, build screen decor and act own soap opera.",22,sadbata na veronika,2002
1281,3.8,Elen Bowman,Elen Bowman,"From Welsh hill farm to city flat, Sian and her family have yelled for generations. Desperate for some peace to study, her husband pleads with her to use a quieter method of communication. She agrees to try but then forgets.",30,what?,2002
1282,-,Andrea Sporcic,Brent Jaimes,"Laine, on the eve of her wedding to high school sweetheart, Doug, reminisces about growing up in her grandparents' bowling alley. This one place holds so many memories including her first kiss from Doug. Now, her memories threaten to interfere with their wedding plans.",14,wedding laine,2002
1283,-,Jose Enrique Lopez,Jose Enrique Lopez,"John D. Impetus is a man who cant connect with anyone in his mediocre office life, yet in is day dreams, he can escape and is set free to do what he pleases, and pursue Raquel, the beautiful woman at his office that he dreams about. But soon enough, John is confronted with the meaninglessness of his existence in his hiding place of his mind.",13,a day in the life of john d. impetus,2002
1284,-,Tara Miele,Tara Miele,An oddball comedy about the downfall of Junior High royalty.,2,smackers,2002
1285,6.2,Ward Swan,Ward Swan,The history of an American icon with a vegetarian twist.,9,uncle sam: the eating habits of an american icon,2002
1286,-,Bill Rude,Bill Rude,-,-,the search for runaround sue,2002
1287,5.7,Ed Konyha,Ed Konyha,A lobster explores the ocean floor only to be chased by a hungry fish. It manages to hide and the tables turn as the fish is now chased by a hungry shark. The shark meets his match when he is surrounded by the fish's hungry friends.,3,something fishy,2002
1288,8.3,Christopher Gegax,Dave Kunz,-,16,a specialist in his field,2002
1289,-,Joe Otting,-,-,-,vows,2002
1290,-,Klaus Lemke,Klaus Lemke,-,43,never go to goa,2002
1291,5.9,Lazlo Pearlman,Lazlo Pearlman,"""Unhung Heroes"" is a comic fiction about five FTM (female to male) transgender guys who, after finding an internet article announcing the first actual penis transplants are about to be performed, imagine a scheme to come up with over a million dollars in surgery money. Riffing on influences as diverse as Reservoir Dogs, Busby Berkeley and Peter Berlin movies, this act... Leer todo",20,unhung heroes,2002
1292,6.7,Carles Porta,Carles Porta,-,10,françois le vaillant,2002
1293,-,Oleg Kalyan,Oleg Kalyan,"A 70 year old New York Doctor goes to Cali, Colombia to find a young wife. There he interviews people, finding out the secret of meeting the right mate, and learning to dance salsa. Finally Doctor meets 21 year old young Colombian girl, who likes him and wants to marry him.",31,sin ti,2002
1294,7.4,Ben Gregor,Tim Plester,Even cult Eighties popstars need to shop...,10,ant muzak,2002
1295,6.4,Frederik Steiner,Frederik Steiner,"""Octopus"" is about the difficulties between humans to get together. Imagine the following situation: Three people, facing each other, are sitting in the corridor of a social welfare center. A juvenile in a state of desire. A man in a state of great longing. A woman in a state of deep confusion. The corridor is endless - no windows, white walls. Only the large-size-pho... Leer todo",24,oktopus,2002
1296,7.2,Johannes Weiland,Badesalz,High Noon in the Arizona desert: John G. G. Tucker is a gun man everybody is terrified of. But there is one man faster than him. If not with a gun...,6,hessi james,2002
1297,7.7,Nick Corirossi,Nick Corirossi,"An odd tale about two boys, a girl and a frog.",13,winter break,2002
1298,7.0,Yung Chang,Yung Chang,-,27,the fish market,2002
1299,6.2,-,-,"In the future, mankind has colonized the stars and achieved an advanced technological civilization. Unfortunately, a race of giant killer robots, the Killbots, are waging a war of destruction on all of humanity. The Rocketmen are the first line of defense against the invading hordes of killbots, protectors of the human colonies.",30,rocketmen vs. robots,2002
1300,4.6,Eva Saks,Eva Saks,"TWIN SET is a retro political comedy in which Maggie Lacey plays twin sisters Lavinia and Virginia Albatross. Virginia is running for office, while Lavinia barricades herself in her apartment building a scale model of the Great Wall of China.",-,twin set,2002
1301,7.4,Eric Lacroix,"['Eric Lacroix', 'Anne Fournier']",-,13,la paille et la poutre,2002
1302,5.5,Andy Shelley,"['Andy Shelley', 'Malachi Smyth']","In a world where everybody has tails, a tailless construction worker throws his family and coworkers off balance.",12,the tail,2002
1303,7.2,"['Zoltán Kálmánczhelyi', 'Angéla Stefanovics', 'Zsolt Végh']","['Zoltán Kálmánczhelyi', 'Angéla Stefanovics', 'Zsolt Végh']",-,25,"legkisebb film a legnagyobb magyarról, avagy ha nincs kéz nincs csoki",2002
1304,7.5,David Uloth,David Uloth,"A comic two-minute fake TV advertisement that mimics domestic cleaning-product commercials, set in the terrifying world of Kubrick's The Shining.",2,the shine,2002
1305,-,Daniel Walta,-,-,13,weil ich dich mag...,2002
1306,-,Lóránd Banner-Szûcs,Lóránd Banner-Szûcs,-,3,az ötödik szoba,2002
1307,7.6,Adam May,Adam May,"A young vietnamese boy wants nothing more than to watch a game of soccer on TV, but it seems that the elements are conspiring to stand in hs way. It is a test of wills, a battle fought to the very last drop...",5,the last drop,2002
1308,5.6,Mike Rotman,Mike Rotman,"This faux infomercial features Mike and Kris, a personable couple, who extol the benefits of using a stripper's pole for your basic workout. As they talk about how it works the biceps, triceps, legs and abdominals, there are demonstrations by the svelte and the chubby, the trim and the unfit. After explaining that it tones your arms, legs, and that hard-to-reach Q zon... Leer todo",5,strippers pole,2002
1309,6.5,"['Jeff Cioletti', 'Lou Tambone']","['Jeff Cioletti', 'Lou Tambone']","George Lucas decides he's had enough of the plot-revealing antics of the fan websites, so he sends out two of his top enforcers to handle the situation. They receive a list with three names on it and head out to do their job. They arrive at each webmaster's home in various, humorous ways and abduct each one. They later find themselves at an undisclosed location, tied ... Leer todo",4,silent but deadly,2002
1310,-,Chris Ingersoll,-,-,-,arty,2002
1311,-,Chris Ingersoll,-,-,-,castle envy,2002
1312,-,Lisa Porter,Lisa Porter,"A beautiful baker teaches eager students the art of baking bread. Set to irresistibly funky dance music, Baking Lessons is a fun filled romp through a most unusual tutorial. You will never view a two-bun loaf in quite the same way.",6,baking lessons,2002
1313,5.2,Jeanne Biras,Jeanne Biras,-,12,au suivant!,2002
1314,-,Jared M. Gordon,Jared M. Gordon,"The same seven-and-a-half minute scene is run twice, with radically different subtitles gracing each viewing. In the first half, it is a drama, and in the second half a comedy.",15,goga moga,2002
1315,-,Deborah Abbott,"['Deborah Abbott', 'Damian Fannin', 'Wendy Woody']",-,-,toaster,2002
1316,8.0,Pascal Lahmani,Pascal Lahmani,"During World War II, a French culinary competition takes place despite the Nazi occupation.",17,de la tête aux pieds,2002
1317,6.8,Jeroen Annokkee,"['Jeroen Annokkee', 'Gean Ockels']",-,5,roadkill,2002
1318,-,Michael Thallemer,Michael Thallemer,-,20,coyoteland,2002
1319,4.6,"['Daedalus Howell', 'Jerry Rapp']","['Daedalus Howell', 'Jerry Rapp']","Meet Johnny Thomas, a wholesome, all-American boy. Johnny is not a ""Johnny-come-lately."" In fact, Johnny's problem may be something entirely different...Premature ejaculation as an apt social metaphor that lampoons Cold War-era rhetoric and social mores.",5,johnny come early,2002
1320,7.4,Gail Turner,Gail Turner,A young woman haunted by twin apparitions struggles to get her prescription filled.,-,frequency zero,2002
1321,5.0,Miroslav Stamatov,Miroslav Stamatov,-,20,dobro poznata stvar,2002
1322,7.6,Alexandros Aristopoulos,Alexandros Aristopoulos,-,20,chemical sheseis,2002
1323,4.2,"['Adam Brodie', 'Dave Derewlany']","['Adam Brodie', 'Dave Derewlany']","In this deadly homage to seventies realist crime drama, Patrick, a misguided loner finds himself battling against a crime syndicate that has stolen his bus ticket to Florida. Revenge has never been so funny!",28,heatscore,2002
1324,5.6,John Barnard,John Barnard,-,20,cemetery love story,2002
1325,-,David Franklin,Alicia Erian,-,7,contestant,2002
1326,-,Myles Langlois,Myles Langlois,"While concocting a brainwashing serum, Petrolia and her coven of witches realize that they've run out of an essential ingredient: venom from Medusa's head snakes.",40,micro-nice,2002
1327,6.7,Chiedu Egbuniwe,-,"While his live-in lover is out of town for the weekend, Todd's goes to a local bookstore and finds a cute guy for talk, no promises, and a bit more.",19,the boyfriend,2002
1328,7.6,"['David Alaux', 'Eric Tosti']","['David Alaux', 'Eric Tosti']",-,5,le voeu,2002
1329,6.7,Jeffrey Travis,Jeffrey Travis,"Young Aidan may have tried to follow all the rules, but in a moment of carelessness, his own crayon creation will go horribly wrong...",2,what's wrong with this picture?,2002
1330,7.4,John Lighten,John Lighten,"LOKI SIMON (David Zimmerman) dissatisfied with himself and his general Abookkeeping error in his ccompany, A boss, who wants to chuck him out, A life offering no prospects and A completely crazy friend induce him to do what he would nevver do under normal circumstances. Hunted with pains of conscience, they escape with 2 million dollars in But crazy Kathy, facing a de... Leer todo",27,one of us,2002
1331,7.3,Helmut Schulzeck,"['Helmut Schulzeck', 'Maria-Debora Wolf']",-,14,www.betreuteloecher.de,2002
1332,-,Jim Stedman,"['Danna Stedman', 'Jim Stedman']",-,31,love and surveillance,2002
1333,-,Dominique Bidaubayle,Dominique Bidaubayle,-,23,m. bolot part en voyage,2002
1334,5.3,Thanasis Naskaris,Thanasis Naskaris,"Drinking and gambling with his friends, our hero suddenly remembers a promise to meet his girlfriend. Feeling guilty and anxious he rushes to her house. Along the way he meets two aliens who don't quite understand his urgency. It's not the destination that matters but the journey.",12,pros ti niki,2002
1335,6.3,Fabio Tagliavia,Marco Ponti,-,14,playgirl,2002
1336,7.3,Mikhail Aldashin,"['Mikhail Aldashin', 'Charles Swenson']","Film about insects. How do they live? Both good and bad - They even tried to fly away from people into space, so people got them.",9,bukashki,2002
1337,6.3,PES,PES,XXX chair-on-chair action.,2,roof sex,2002
1338,7.2,Iain Murton,-,A young man gets more than he bargained for when a tall dark and sexy guy picks him up one night.,12,sucker,2002
1339,8.2,Celso R. García,Celso R. García,-,6,su radito,2002
1340,5.1,Martial Fougeron,Martial Fougeron,Paulo a young gay boy with an abusive mother meets Tom a young gay man who makes his money bedding women.,15,une voix d'homme,2002
1341,-,Vú T. Thu Há,-,"An obnoxious white boy with ""yellow fever"" gets his cumuppence when the diner's staff of asian dykes decide on taking creative revenge.",20,shut up white boy,2002
1342,8.4,"['Chito Arellano', 'Roman Cortez', 'Tracy Tubera']","['Chito Arellano', 'Roman Cortez', 'Tracy Tubera']",Three unruly characters' friendly game of poker suddenly goes awry.,9,three card studs,2002
1343,8.5,Van Elder,Van Elder,"Sigmund Floyd is met with the task of choosing to spend a weekend with his girlfriend or with his mother. As a result of this and other internal conflicts, Sigmund seeks out professional help at the hands of an offbeat psychiatrist who tries to help him get his life straight.",15,sigmund the see monster,2002
1344,-,Daniel Fotheringham,Daniel Fotheringham,-,5,quentin,2002
1345,7.3,Dana Barnaby,Dana Barnaby,A dark comedic tale of the horrific events that perpetuate life in a small southern town.,-,lemonade,2002
1346,8.1,Joe Miale,Joe Miale,"When a group of snobby diner patrons mistakes a real nobody for a famous somebody, everybody shows their true colors.",12,nobody,2002
1347,7.6,"['Félicie Dutertre', 'François Rabes']","['Félicie Dutertre', 'François Rabes']","According to this film Neal Armstrong puzzled NASA, the CIA and perhaps the world when he sent back the message ""Good Luck Mr. Grosky"" on his return voyage from the moon. This film discloses the secret behind that message.",7,good luck mr. grosky,2002
1348,5.3,Ron Lazzeretti,Ron Lazzeretti,"Subtle studies of human relationships, each of Lazzeretti's films pinpoint two people at a particular moment. During Paul's last day at his job, he comes to terms with his too-corporate boss, his waning best friend, his former lover, and, finally, his wife.",21,last day,2002
1349,8.8,Jesus M. Rodriguez,Jesus M. Rodriguez,"Over coffee, two friends realize they're dating the same man.",-,"coffee, desserts, lightfare",2002
1350,8.7,Michelle Porter,"['David Mac', 'Kay', 'Michelle Porter']",-,15,big shoes to fill,2002
1351,8.1,Michael Melamedoff,"['Margaret Park Bridges', 'Michael Melamedoff']","Desperate to break away from her domineering mother, Marnie begins a relationship with an older man.",15,looking out,2002
1352,8.9,Ian Harris,"['Robert Duchaine', 'Ian Harris']","Jasper Dean loves music. Some say he loves music too much. When he hears a beat he must dance, in fact, he can't stop. Jasper's father, Jed, was a musician. He left to go on the road when Jasper was just three years old. Jasper used to dance to his father's music all day long until his feet would bleed. Jed knew he wasn't coming back, so he told Jasper, ""As long as yo... Leer todo",12,dual,2002
1353,6.3,Eric Valette,Gildas Keraly,-,8,dégustation,2002
1354,9.0,Chris Cook,Chris Cook,"Bury It tells the tale of a blind football fanatic who along with his over zealous father, stumble across a group of builders playing a five a side football match. The builders are not amused until, Psycho the leader of the gang invites the imposters to play. The father and son soon realize that Psycho's intentions are not as friendly as they first appeared, and that ... Leer todo",12,bury it,2002
1355,8.2,Silvain Hooglander,Steven Friedman,"A dark and humorous way of teaching foreign immigrants, how to integrate ""to its fullest"" in their host country!",6,integreren kun je leren!,2002
1356,6.4,Jeff Wadlow,Jeff Wadlow,"A desperate, but not very bright, young man tries to find where he parked his car in a massive underground parking garage in Cannes, France when his pregnant girlfriend goes into labor.",6,manual labor,2002
1357,7.4,David Quantic,David Quantic,"Closeted high schooler Benjamin begins experimenting with his desires, terrified that his best girlfriend is going to discover his after school secret.",-,after school special,2002
1358,8.0,Adam Payne,Adam Payne,-,13,johnny ostrich and his american songbag,2002
1359,6.8,Mike Jackson,"['Sam Dulmage', 'Duncan Shields']","A superhero is tormented by phone calls from his arch-nemesis, Dr. Cerebro.",-,dial 'a' for alphaman,2002
1360,4.9,Mike Stone,"['Michael Stone', 'Mike Stone']",The Astronaut and the Nymph are supposed to populate the world but the Super is out playing golf.,-,spaceship,2002
1361,-,Matthew J. Clark,"['Matthew J. Clark', 'Julie Custer']","A young female exec suffers from an itchy new suit on her big job interview, so she must resist itching her b**bs in front of grizzly old Mr. Harrison.",7,adjustments,2002
1362,-,"['David C. Cobb', 'Yas Takata']",David C. Cobb,"Shown at Warner Bros. Movie World Madrid theme park, THE MASK 4D is an eye-popping attraction that Integrates music, magic, live performers, 3D film, computer-generated imagery and in-theater effects to create a spectacular real-life cartoon, based on the hilarious hit movie.",-,the mask 3d,2002
1363,-,"['John Goodwin', 'Don Newcomb']",-,"This toy is ""different"" from the others...",11,the fabulous nutcracker,2002
1364,-,Edward Kishel,Edward Kishel,An ex-wiseguy visits his ailing mother when he discovers she wants him to perform one last hit before she dies.,12,big thursday,2002
1365,5.6,Panagiotis Fafoutis,Panagiotis Fafoutis,A man and a woman in their fifties are making rehearsals upon a dance act...,10,meta tis 11,2002
1366,5.8,Keith Wilson,-,A Christmas party at grandma's down south turns into an unexpectedly intense and heart-warming coming out story that spans three generations.,14,southern family,2002
1367,5.3,David Paton,Ricky Callan,"Elderly Ruby struggles through the twilight of her life, bullied and confused by all and sundry. But does her doddery demeanour hide a darker side?",10,pork chop,2002
1368,-,-,Elizabeth Bove,"Julianne and Carter went to Woodstock in 1969. And never left. Twenty-five years later, she's still painting; he's still writing songs; they're both still trying to make it. One special day, Carter gives Julianne a lovable pooch, and their easygoing life is turned upside down.",25,keeping romeo,2002
1369,-,Corky Quakenbush,-,-,7,dirty river dancing,2002
1370,6.8,"['Vibeke Johansen', 'Jock Thompson']",-,Funny things happen when boy meets bird.,14,dances with emus,2002
1371,-,Peter J. Nadler,Peter J. Nadler,A computer geek meets a fruit bearing new age goddess from the web personals and has a soul altering experience.,13,tantric logic,2002
1372,-,Christopher Bradley,-,-,4,backstage with little lorenzo,2002
1373,-,Carlos Vilche,Carlos Vilche,-,15,ruleta rusa,2002
1374,6.1,Toru Tokikawa,"['Min Hye Kim', 'Toru Tokikawa']","Robin is caught up in a web woven by the beautiful modern-day vampire collecting men's sexual sense in a unique way, purely to maintain her youth and beauty.",6,a box,2002
1375,4.8,Ahmed Aksas,"['Ahmed Aksas', 'Brian Kindregan']","Willfull 13 year-old Bobby Hackett finds himself home alone for the first time. Clever beyond his years, Bobby sets out to rent an adult film with disastrous results.",20,the date,2002
1376,-,Sebastián García,Sebastián García,-,13,ley 23.344,2002
1377,7.7,Pat Holden,Linda Cotterill,A single woman and a burglar in her house develop a very unorthodox relationship.,10,d.i.y. hard,2002
1378,5.7,Michael J. Shea,-,"When a straight construction worker starts having a recurring gay dream, he's worried about what it portends. He confesses his concerns to a co-worker and the unexpected happens.",11,ritchie's itch,2002
1379,7.1,Blago Srebrenov,-,A man is stalked by a rather intelligent mosquito.,8,mosquito night,2002
1380,7.0,John Birmingham,John Birmingham,"One sunny day, Willis decided to go for a walk... when something happened that changed his life...",1,willis,2002
1381,6.6,"['Ola Simonsson', 'Johannes Stjärne Nilsson']","['Ola Simonsson', 'Johannes Stjärne Nilsson']","On the day of an important work meeting an office worker gets caught in a time loop. Time accelerates, slows down, or breaks altogether, throwing him like a chip caught in the whirlpool.",27,hotel rienne,2002
1382,8.6,Armando D. Muñoz,Armando D. Muñoz,"An updated, but still silent, treatment of the sexy male vampire.",10,pervula,2002
1383,-,Jennifer Quintenz,Jennifer Quintenz,-,-,"karma, incorporated",2002
1384,7.1,Gavin Endicott,Millen Baird,One mans bowling inadequacies are anothers entertainment.,6,mr arsehole,2002
1385,-,"['Michael Best', 'Ed Mowbray']",-,-,5,ace in the hole,2002
1386,-,Malcolm Rector,Malcolm Rector,-,-,the contest,2002
1387,-,Corky Quakenbush,-,An Officer and a Gentleman meets Yentl in claymation.,5,an officer and a yentlman,2002
1388,-,Jason Kachel,Jason Kachel,-,-,the warriors of the 14th fairway,2002
1389,-,Blake Calhoun,Blake Calhoun,-,16,6:30,2002
1390,6.5,Hans Petter Moland,Erlend Loe,Nine oldtimers come upon a young woman stuck in a swamp.,9,de beste går først,2002
1391,6.5,"['Kirk Hostetter', 'Evan Mather']","['Kirk Hostetter', 'Evan Mather']","On January 7, 1979, at 3:14 p.m. in the middle of the third quarter of the AFC championship game between the Pittsburgh Steelers and the Houston Oilers, Archie McNally, a seventh-generation Pittsburgher, wearing a helium filled wet suit, flew across the field, disrupting the game. In 2001, Mr. McNally sits for the camera and explains what it was all about -- not a stu... Leer todo",10,icarus of pittsburgh,2002
1392,7.9,"['Wayne Mc', 'Clammy', 'Joshua J. Smith']","['Wayne Mc', 'Clammy', 'Joshua J. Smith']","Ms. Pac Man fever runs rampant in this Eighties, teen, roller skating comedy that chronicles Bobby Chang's battle for lust or love of the most popular girl in school. Drop a quarter in and experience Triple Threat!",23,triple threat,2002
1393,6.9,Christian Lindblad,Christian Lindblad,-,5,eläköön markkinatalous!,2002
1394,-,Keri D. Light,Brendan Cowell,"Kiddie Punk Rock. A fractured fairytale about love, dreams and lost childhood innocence.",9,wasted on the young,2002
1395,6.9,Ian Barnes,Ian Barnes,-,5,swing,2002
1396,8.3,Rozi Peters,Rozi Peters,A humorous portrayal of a young woman's attempt to deal with being jilted by searching for symbolism and the unexpected areas in which she finds it.,10,whoosh,2002
1397,8.9,Robert Schiele,Robert Schiele,"A nervous stomach comes between a man and his date. When he tries to remedy the situation things only get worse. He ultimately ends up losing his pants, his date, and his dignity.",12,worst date,2002
1398,7.2,Adam Bertocci,Adam Bertocci,-,2,date double,2002
1399,7.2,Antonin Peretjatko,Antonin Peretjatko,-,12,l'heure de pointe,2002
1400,-,Shannon Shea,Shannon Shea,-,-,blind passion,2002
1401,6.6,Dag Mørk,Thomas Torjussen,"Marianne has left Morten - again. He looks her up in hope of winning her back, but things take a turn for the unexpected as the couple's old caravan decides to have a say in the matter.",9,caravan,2002
1402,7.6,Maureen Bradley,Maureen Bradley,Margaret is the target of multiple familial comings-out. Is ANYONE straight any more?,13,the chosen family,2002
1403,6.5,Christopher Landy,Christopher Landy,"An undercover FBI agent who has infiltrated a counterfeiting operation, almost has his cover blown through a mistaken identity. It's all in the family in this light-hearted mob ""family"" who done it.",15,counterfeiters,2002
1404,-,"['Greg Brooks', 'Greg H. Brooks']","['Greg Brooks', 'Greg H. Brooks']",-,-,come hard or don't come at all,2002
1405,7.1,David Munro,David Munro,From the world's capital of killing yourself (San Francisco) comes this twisted bouquet of a love story about a suicidal beatboxer and the street urchin who wants to borrow his gun when he's finished.,24,compulsory breathing,2002
1406,-,Apul Patel,"['Apul Patel', 'Raul Rekow Jr.Rafael Rekow']",-,4,out of state,2002
1407,-,Robert C. New,"['Jennifer-Juniper Angeli', 'Pete Graham']","Sherri is Joe's half-brother's stepdaughter. When 'Uncle' Joe visits for the first time in years, Sherri has grown up and changed...as have her ideas about the special connection they've always shared. A fun and offbeat look at family, identity, and the search for meaning in our lives.",12,going somewhere slow,2002
1408,10.0,Jesse Grce,Jesse Grce,A Boy is in love... until he finds something else to turn his attention to...,7,a boy and his hand,2002
1409,5.9,"['Damon', 'Damon Shalit']",Damon Shalit,-,6,playtime,2002
1410,8.1,Jeffrey Maccubbin,-,Three scene queens dish the dirt as they prepare to go out.,10,i hate faggy fag fag,2002
1411,-,Justin Guerrieri,Justin Guerrieri,"""Phyllis and James recount the events of their vacation to San Francisco, but their photos will tell the real story.""",7,snapshots,2002
1412,8.2,Andre Campbell,Andre Campbell,"A woman encourages one of her male guest to come back when her husband isn't home. So he does with the amount of money she wanted for sex. She finds out later that she's been screwed out of the money, she thought she earned, secretly. Nice to have friends you can trust.",6,trust,2002
1413,8.3,Joyce Draganosky,Richard David Boyce,A young boy develops a crush on his mother's new boyfriend.,15,jared,2002
1414,-,Robbie Baldwin,-,-,8,love story,2002
1415,6.4,"['Marcos Daibes', 'Walério Duarte', 'Alan Rodrigues']","['Marcos Daibes', 'Walério Duarte', 'Alan Rodrigues']",-,-,açaí com jabá,2002
1416,-,George Lyter,-,Straights encounter a drag queen. It's seldom wise to mess with a man in heels.,4,peanuts and pumps,2002
1417,8.4,Shin Sonoda,Shin Sonoda,-,-,love square,2002
1418,5.7,Todd Barry,Todd Barry,"George gets a new upstairs neighbor who stops by to borrow saffron because he's cooking for a new love interest. George reluctantly loans Ron his stash of the world's most expensive spice. Later, when George cooks for his own girlfriend, Justine, she wants to know why the rice is white. It turns out that chicken with saffron rice is the key to her heart. In a ""Dear Jo... Leer todo",9,borrowing saffron,2002
